.rownames,Probability1
72021,0.147201777530898
72031,0.147201777530898
72041,0.147201777530898
72051,0.147201777530898
72061,0.147201777530898
72071,0.147201777530898
72081,0.147201777530898
72091,0.147201777530898
72101,0.147201777530898
72111,0.147201777530898
72121,0.147201777530898
72131,0.147201777530898
72141,0.147201777530898
72151,0.147201777530898
72161,0.147201777530898
72171,0.147201777530898
72181,0.147201777530898
72191,0.147201777530898
72201,0.147201777530898
72211,0.147201777530898
72221,0.147201777530898
72231,0.147201777530898
72241,0.147201777530898
72251,0.147201777530898
72261,0.147201777530898
72271,0.147201777530898
72281,0.147201777530898
72291,0.147201777530898
72301,0.147201777530898
72311,0.147201777530898
72321,0.147201777530898
72331,0.147201777530898
72341,0.147201777530898
72351,0.147201777530898
72361,0.147201777530898
72371,0.147201777530898
72381,0.147201777530898
72391,0.147201777530898
72401,0.147201777530898
72411,0.147201777530898
72421,0.147201777530898
72431,0.147201777530898
72441,0.147201777530898
72451,0.147201777530898
72461,0.147201777530898
72471,0.147201777530898
72481,0.147201777530898
72491,0.147201777530898
72501,0.147201777530898
72511,0.147201777530898
72521,0.147201777530898
72531,0.147201777530898
72541,0.147201777530898
72551,0.147201777530898
72561,0.147201777530898
72571,0.147201777530898
72581,0.147201777530898
72591,0.147201777530898
72601,0.147201777530898
72611,0.147201777530898
72621,0.147201777530898
72631,0.147201777530898
72641,0.147201777530898
72651,0.147201777530898
72661,0.147201777530898
72671,0.147201777530898
72681,0.147201777530898
72691,0.147201777530898
72701,0.147201777530898
72711,0.147201777530898
72721,0.147201777530898
72731,0.147201777530898
72741,0.147201777530898
72751,0.147201777530898
72761,0.147201777530898
72771,0.147201777530898
72781,0.147201777530898
72791,0.147201777530898
72801,0.147201777530898
72811,0.147201777530898
72821,0.147201777530898
72831,0.147201777530898
72841,0.147201777530898
72851,0.147201777530898
72861,0.147201777530898
72871,0.147201777530898
72881,0.147201777530898
72891,0.147201777530898
72901,0.147201777530898
72911,0.147201777530898
72921,0.147201777530898
72931,0.147201777530898
72941,0.147201777530898
72951,0.147201777530898
72961,0.147201777530898
72971,0.147201777530898
72981,0.147201777530898
72991,0.147201777530898
73001,0.147201777530898
73011,0.147201777530898
73021,0.147201777530898
73031,0.147201777530898
73041,0.147201777530898
73051,0.147201777530898
73061,0.147201777530898
73071,0.147201777530898
73081,0.147201777530898
73091,0.147201777530898
73101,0.147201777530898
73111,0.147201777530898
73121,0.147201777530898
73131,0.147201777530898
73141,0.147201777530898
73151,0.147201777530898
73161,0.147201777530898
73171,0.147201777530898
73181,0.147201777530898
73191,0.147201777530898
73201,0.147201777530898
73211,0.147201777530898
73221,0.147201777530898
73231,0.147201777530898
73241,0.147201777530898
73251,0.147201777530898
73261,0.147201777530898
73271,0.147201777530898
73281,0.147201777530898
73291,0.147201777530898
73301,0.147201777530898
73311,0.147201777530898
73321,0.147201777530898
73331,0.147201777530898
73341,0.147201777530898
73351,0.147201777530898
73361,0.147201777530898
73371,0.147201777530898
73381,0.147201777530898
73391,0.147201777530898
73401,0.147201777530898
73411,0.147201777530898
73421,0.147201777530898
73431,0.147201777530898
73441,0.147201777530898
73451,0.147201777530898
73461,0.147201777530898
73471,0.147201777530898
73481,0.147201777530898
73491,0.147201777530898
73501,0.147201777530898
73511,0.147201777530898
73521,0.147201777530898
73531,0.147201777530898
73541,0.147201777530898
73551,0.147201777530898
73561,0.147201777530898
73571,0.147201777530898
73581,0.147201777530898
73591,0.147201777530898
73601,0.147201777530898
73611,0.147201777530898
73621,0.147201777530898
73631,0.147201777530898
73641,0.147201777530898
73651,0.147201777530898
73661,0.147201777530898
73671,0.147201777530898
73681,0.147201777530898
73691,0.147201777530898
73701,0.147201777530898
73711,0.147201777530898
73721,0.147201777530898
73731,0.147201777530898
73741,0.147201777530898
73751,0.147201777530898
73761,0.147201777530898
73771,0.147201777530898
73781,0.147201777530898
73791,0.147201777530898
73801,0.147201777530898
73811,0.147201777530898
73821,0.147201777530898
73831,0.147201777530898
73841,0.147201777530898
73851,0.147201777530898
73861,0.147201777530898
73871,0.147201777530898
73881,0.147201777530898
73891,0.147201777530898
73901,0.147201777530898
73911,0.147201777530898
73921,0.147201777530898
73931,0.147201777530898
73941,0.147201777530898
73951,0.147201777530898
73961,0.147201777530898
73971,0.147201777530898
73981,0.147201777530898
73991,0.147201777530898
74001,0.147201777530898
74011,0.147201777530898
74021,0.147201777530898
74031,0.147201777530898
74041,0.147201777530898
74051,0.147201777530898
74061,0.147201777530898
74071,0.147201777530898
74081,0.147201777530898
74091,0.147201777530898
74101,0.147201777530898
74111,0.147201777530898
74121,0.147201777530898
74131,0.147201777530898
74141,0.147201777530898
74151,0.147201777530898
74161,0.147201777530898
74171,0.147201777530898
74181,0.147201777530898
74191,0.147201777530898
74201,0.147201777530898
74211,0.147201777530898
74221,0.147201777530898
74231,0.147201777530898
74241,0.147201777530898
74251,0.147201777530898
74261,0.147201777530898
74271,0.147201777530898
74281,0.147201777530898
74291,0.147201777530898
74301,0.147201777530898
74311,0.147201777530898
74321,0.147201777530898
74331,0.147201777530898
74341,0.147201777530898
74351,0.147201777530898
74361,0.147201777530898
74371,0.147201777530898
74381,0.147201777530898
74391,0.147201777530898
74401,0.147201777530898
74411,0.147201777530898
74421,0.147201777530898
74431,0.147201777530898
74441,0.147201777530898
74451,0.147201777530898
74461,0.147201777530898
74471,0.147201777530898
74481,0.147201777530898
74491,0.147201777530898
74501,0.147201777530898
74511,0.147201777530898
74521,0.147201777530898
74531,0.147201777530898
74541,0.147201777530898
74551,0.147201777530898
74561,0.147201777530898
74571,0.147201777530898
74581,0.147201777530898
74591,0.147201777530898
74601,0.147201777530898
74611,0.147201777530898
74621,0.147201777530898
74631,0.147201777530898
74641,0.147201777530898
74651,0.147201777530898
74661,0.147201777530898
74671,0.147201777530898
74681,0.147201777530898
74691,0.147201777530898
74701,0.147201777530898
74711,0.147201777530898
74721,0.147201777530898
74731,0.147201777530898
74741,0.147201777530898
74751,0.147201777530898
74761,0.147201777530898
74771,0.147201777530898
74781,0.147201777530898
74791,0.147201777530898
74801,0.147201777530898
74811,0.147201777530898
74821,0.147201777530898
74831,0.147201777530898
74841,0.147201777530898
74851,0.147201777530898
74861,0.147201777530898
74871,0.147201777530898
74881,0.147201777530898
74891,0.147201777530898
74901,0.147201777530898
74911,0.147201777530898
74921,0.147201777530898
74931,0.147201777530898
74941,0.147201777530898
74951,0.147201777530898
74961,0.147201777530898
74971,0.147201777530898
74981,0.147201777530898
74991,0.147201777530898
75001,0.147201777530898
75011,0.147201777530898
75021,0.147201777530898
75031,0.147201777530898
75041,0.147201777530898
